"id","restaurant_id","method"
"2515","655","Visa"
"2516","655","Master"
"2517","655","Debet"
"2518","656","Tunai"
"2519","656","Debet"
"2520","656","Go-pay"
"2521","657","Tunai"
"2522","657","Visa"
"2523","657","Master"
"2524","657","Debet"
"2525","657","Go-pay"
"2526","657","Ovo"
"2527","657","QRIS"
"2528","658","Tunai"
"2529","658","Visa"
"2530","658","Master"
"2531","658","Debet"
"2532","658","Go-pay"
"2533","658","Ovo"
"2534","658","QRIS"
"2535","659","Tunai"
"2536","659","Visa"
"2537","659","Master"
"2538","659","Debet"
"2539","659","Go-pay"
"2540","659","Ovo"
"2541","660","Tunai"
"2542","660","Visa"
"2543","660","Master"
"2544","660","Debet"
"2545","660","Go-pay"
"2546","660","Ovo"
"2547","661","Tunai"
"2548","661","Visa"
"2549","661","Master"
"2550","661","Debet"
"2551","661","Go-pay"
"2552","661","Ovo"
"2553","661","QRIS"
"2554","662","Tunai"
"2555","662","Visa"
"2556","662","Master"
"2557","662","Debet"
"2558","663","Tunai"
"2559","663","Go-pay"
"2560","663","Ovo"
"2561","663","Dana"
"2562","664","Tunai"
"2563","664","Visa"
"2564","664","Master"
"2565","664","Debet"
"2566","664","Go-pay"
"2567","664","Ovo"
"2568","665","Tunai"
"2569","665","Visa"
"2570","665","Master"
"2571","665","Debet"
"2572","666","Tunai"
"2573","666","Visa"
"2574","666","Master"
"2575","666","Debet"
"2576","667","Tunai"
"2577","667","Visa"
"2578","667","Master"
"2579","667","Debet"
"2580","668","Tunai"
"2581","668","Visa"
"2582","668","Master"
"2583","668","Debet"
"2584","669","Tunai"
"2585","669","Visa"
"2586","669","Master"
"2587","669","Debet"
"2588","670","Tunai"
"2589","670","Visa"
"2590","670","Master"
"2591","670","Debet"
"2592","671","Tunai"
"2593","671","Debet"
"2594","671","Go-pay"
"2595","671","Ovo"
"2596","671","Dana"
"2597","672","Tunai"
"2598","672","Visa"
"2599","672","Master"
"2600","672","Debet"
"2601","673","Tunai"
"2602","673","Visa"
"2603","673","Master"
"2604","673","Debet"
"2605","674","Tunai"
"2606","674","Visa"
"2607","674","Master"
"2608","674","Debet"
"2609","675","Tunai"
"2610","675","Visa"
"2611","675","Master"
"2612","675","Debet"
"2613","676","Hanya Non-Tunai: Visa"
"2614","676","Master"
"2615","676","Debet"
"2616","676","Go-pay"
"2617","676","Ovo"
"2618","676","Dana"
"2619","677","Tunai"
"2620","677","Debet"
"2621","677","Transfer"
"2622","678","Tunai"
"2623","678","Visa"
"2624","678","Master"
"2625","678","Debet"
"2626","679","Tunai"
"2627","679","Visa"
"2628","679","Master"
"2629","679","Debet"
"2630","680","Tunai"
"2631","680","Visa"
"2632","680","Master"
"2633","680","Debet"
"2634","681","Tunai"
"2635","681","Visa"
"2636","681","Master"
"2637","681","Debet"
"2638","681","Go-pay"
"2639","681","Ovo"
"2640","682","Tunai"
"2641","682","Visa"
"2642","682","Master"
"2643","682","Debet"
"2644","683","Tunai"
"2645","684","Tunai"
"2646","684","Debet"
"2647","685","Tunai"
"2648","685","Go-pay"
"2649","685","Ovo"
"2650","685","Dana"
"2651","686","Hanya Non-Tunai: Debet"
"2652","686","Go-pay"
"2653","686","Ovo"
"2654","687","Tunai"
"2655","687","Go-pay"
"2656","687","Ovo"
"2657","687","Dana"
"2658","688","Tunai"
"2659","688","Visa"
"2660","688","Master"
"2661","688","Debet"
"2662","689","Tunai"
"2663","689","Visa"
"2664","689","Master"
"2665","689","Debet"
"2666","689","Go-pay"
"2667","689","Ovo"
"2668","690","Tunai"
"2669","690","Visa"
"2670","690","Master"
"2671","690","Debet"
"2672","690","Go-pay"
"2673","690","Ovo"
"2674","691","Tunai"
"2675","691","Visa"
"2676","691","Master"
"2677","691","Debet"
"2678","692","Tunai"
"2679","692","Visa"
"2680","692","Master"
"2681","692","Debet"
"2682","692","Go-pay"
"2683","692","Ovo"
"2684","692","Dana"
"2685","693","Tunai"
"2686","693","Visa"
"2687","693","Master"
"2688","693","Debet"
"2689","693","Go-pay"
"2690","693","Ovo"
"2691","693","Dana"
"2692","694","Tunai"
"2693","694","Go-pay"
"2694","694","Ovo"
"2695","694","Dana"
"2696","695","Tunai"
"2697","695","Visa"
"2698","695","Debet"
"2699","696","Tunai"
"2700","697","Tunai"
"2701","697","Visa"
"2702","697","Master"
"2703","697","Debet"
"2704","697","Go-pay"
"2705","697","Ovo"
"2706","697","Dana"
"2707","698","Tunai"
"2708","698","Visa"
"2709","698","Master"
"2710","698","Debet"
"2711","699","Tunai"
"2712","699","Debet"
"2713","700","Tunai"
"2714","700","Visa"
"2715","700","Master"
"2716","700","Debet"
"2717","701","Hanya Non-Tunai: Visa"
"2718","701","Master"
"2719","701","Debet"
"2720","702","Tunai"
"2721","702","Visa"
"2722","702","Master"
"2723","702","Debet"
"2724","702","Ovo"
"2725","703","Tunai"
"2726","703","Visa"
"2727","703","Master"
"2728","703","Debet"
"2729","703","Go-pay"
"2730","703","Ovo"
"2731","703","Dana"
"2732","704","Tunai"
"2733","704","Visa"
"2734","704","Master"
"2735","704","Debet"
"2736","705","Tunai"
"2737","705","Visa"
"2738","705","Master"
"2739","705","Debet"
"2740","705","Go-pay"
"2741","705","Ovo"
"2742","705","Dana"
"2743","706","Tunai"
"2744","706","Visa"
"2745","706","Master"
"2746","706","Debet"
"2747","706","QRIS"
"2748","707","Tunai"
"2749","707","Visa"
"2750","707","Master"
"2751","707","Debet"
"2752","708","Hanya Non-Tunai: Debet"
"2753","708","Go-pay"
"2754","708","Ovo"
"2755","708","Dana"
"2756","708","QRIS"
"2757","709","Tunai"
"2758","709","Visa"
"2759","709","Master"
"2760","709","Debet"
"2761","709","QRIS"
"2762","710","Tunai"
"2763","710","Visa"
"2764","710","Master"
"2765","710","Debet"
"2766","710","QRIS"
"2767","711","Tunai"
"2768","711","Visa"
"2769","711","Master"
"2770","711","Debet"
"2771","711","QRIS"
"2772","712","Tunai"
"2773","713","Tunai"
"2774","713","QRIS"
"2775","714","Tunai"
"2776","714","Go-pay"
"2777","714","Ovo"
"2778","715","Hanya Non-Tunai: Visa"
"2779","715","Master"
"2780","715","Debet"
"2781","715","Go-pay"
"2782","715","Ovo"
"2783","715","Dana"
"2784","716","Tunai"
"2785","716","Visa"
"2786","716","Master"
"2787","716","Debet"
"2788","716","Go-pay"
"2789","716","Ovo"
"2790","716","QRIS"
"2791","717","Tunai"
"2792","717","Visa"
"2793","717","Master"
"2794","717","Debet"
"2795","717","Go-pay"
"2796","717","Ovo"
"2797","718","Tunai"
"2798","718","Visa"
"2799","718","Master"
"2800","718","Debet"
"2801","718","Go-pay"
"2802","718","Ovo"
"2803","719","Tunai"
"2804","719","Go-pay"
"2805","719","Ovo"
"2806","719","Dana"
"2807","720","Hanya Non-Tunai: Visa"
"2808","720","Master"
"2809","720","Debet"
"2810","720","Go-pay"
"2811","721","Tunai"
"2812","721","Visa"
"2813","721","Master"
"2814","721","Debet"
"2815","722","Tunai"
"2816","722","Visa"
"2817","722","Master"
"2818","722","Debet"
"2819","722","Go-pay"
"2820","722","Ovo"
"2821","723","Tunai"
"2822","723","Visa"
"2823","723","Master"
"2824","723","Debet"
"2825","724","Hanya Non-Tunai: Debet"
"2826","724","Go-pay"
"2827","724","Ovo"
"2828","724","Dana"
"2829","725","Tunai"
"2830","725","Visa"
"2831","725","Master"
"2832","725","Debet"
"2833","726","Tunai"
"2834","726","Visa"
"2835","726","Master"
"2836","726","Debet"
"2837","726","Go-pay"
"2838","726","Ovo"
"2839","727","Tunai"
"2840","727","Visa"
"2841","727","Master"
"2842","727","Debet"
"2843","727","Go-pay"
"2844","727","Ovo"
"2845","727","Dana"
"2846","728","Tunai"
"2847","728","Visa"
"2848","728","Master"
"2849","728","Debet"
"2850","729","Tunai"
"2851","729","Visa"
"2852","729","Master"
"2853","729","Debet"
"2854","730","Tunai"
"2855","730","Go-pay"
"2856","730","Ovo"
"2857","730","Dana"
"2858","731","Tunai"
"2859","731","Visa"
"2860","731","Master"
"2861","731","Debet"
"2862","731","Go-pay"
"2863","731","Ovo"
"2864","731","Dana"
"2865","732","Hanya Non-Tunai: Visa"
"2866","732","Master"
"2867","732","Debet"
"2868","732","Go-pay"
"2869","732","Ovo"
"2870","733","Tunai"
"2871","733","Visa"
"2872","733","Master"
"2873","733","Debet"
"2874","733","Go-pay"
"2875","733","Ovo"
"2876","733","Dana"
"2877","734","Tunai"
"2878","735","Tunai"
"2879","735","Visa"
"2880","735","Master"
"2881","735","Debet"
"2882","737","Tunai"
"2883","737","Go-pay"
"2884","737","Ovo"
"2885","738","Tunai"
"2886","738","Visa"
"2887","738","Master"
"2888","738","Debet"
"2889","738","Go-pay"
"2890","738","Ovo"
"2891","738","Dana"
"2892","739","Tunai"
"2893","739","Debet"
"2894","739","Go-pay"
"2895","739","Ovo"
"2896","739","Dana"
"2897","740","Tunai"
"2898","740","Go-pay"
"2899","740","Ovo"
"2900","741","Tunai"
"2901","741","Visa"
"2902","741","Master"
"2903","741","Debet"
"2904","742","Tunai"
"2905","742","Debet"
"2906","742","Go-pay"
"2907","742","Ovo"
"2908","743","Tunai"
"2909","744","Tunai"
"2910","745","Tunai"
"2911","745","Debet"
"2912","745","Go-pay"
"2913","745","Ovo"
"2914","745","Dana"
"2915","746","Tunai"
"2916","747","Tunai"
"2917","747","QRIS"
"2918","748","Tunai"
"2919","748","Visa"
"2920","748","Master"
"2921","748","Debet"
"2922","749","Tunai"
"2923","751","Tunai"
"2924","751","Visa"
"2925","751","Master"
"2926","751","Debet"
"2927","751","Ovo"
"2928","751","Dana"
"2929","752","Tunai"
"2930","753","Tunai"
"2931","753","Visa"
"2932","753","Master"
"2933","753","Debet"
"2934","754","Tunai"
"2935","754","Debet"
"2936","754","Go-pay"
"2937","754","Ovo"
"2938","754","Dana"
"2939","756","Tunai"
"2940","756","Visa"
"2941","756","Master"
"2942","756","Debet"
"2943","756","Go-pay"
"2944","756","Ovo"
"2945","758","Tunai"
"2946","758","Debet"
"2947","758","Go-pay"
"2948","758","Ovo"
"2949","758","Dana"
"2950","759","Tunai"
"2951","759","Visa"
"2952","759","Master"
"2953","759","Debet"
"2954","759","Go-pay"
"2955","759","Ovo"
"2956","759","Dana"
"2957","761","Tunai"
"2958","761","Debet"
"2959","761","Go-pay"
"2960","761","Ovo"
"2961","762","Tunai"
"2962","762","Visa"
"2963","762","Master"
"2964","762","Debet"
"2965","763","Tunai"
"2966","763","Visa"
"2967","763","Master"
"2968","763","Debet"
"2969","764","Tunai"
"2970","764","Debet"
"2971","765","Tunai"
"2972","766","Tunai"
"2973","766","Debet"
"2974","767","Tunai"
"2975","767","Debet"
"2976","767","Go-pay"
"2977","767","Ovo"
"2978","767","QRIS"
"2979","768","Tunai"
"2980","768","Visa"
"2981","768","Master"
"2982","768","Debet"
"2983","769","Tunai"
"2984","769","Visa"
"2985","769","Master"
"2986","769","Debet"
"2987","770","Tunai"
"2988","771","Tunai"
"2989","771","Visa"
"2990","771","Master"
"2991","771","Debet"
"2992","771","QRIS"
"2993","772","Tunai"
"2994","773","Tunai"
"2995","773","Visa"
"2996","773","Master"
"2997","773","Debet"
"2998","773","QRIS"
"2999","774","Tunai"
"3000","775","Tunai"
"3001","775","QRIS"
"3002","776","Tunai"
"3003","776","Visa"
"3004","776","Master"
"3005","776","Debet"
"3006","776","QRIS"
"3007","777","Hanya Non-Tunai: Visa"
"3008","777","Master"
"3009","777","Debet"
"3010","777","QRIS"
"3011","778","Tunai"
"3012","779","Tunai"
"3013","779","Debet"
"3014","780","Tunai"
"3015","780","Visa"
"3016","780","Master"
"3017","780","Debet"
"3018","780","QRIS"
"3019","781","Tunai"
"3020","781","Visa"
"3021","781","Master"
"3022","781","Debet"
"3023","782","Tunai"
"3024","782","Visa"
"3025","782","Master"
"3026","782","Debet"
"3027","783","Tunai"
"3028","783","Visa"
"3029","783","Master"
"3030","783","Debet"
"3031","783","QRIS"
"3032","784","Tunai"
"3033","784","Visa"
"3034","784","Master"
"3035","784","Debet"
"3036","784","QRIS"
"3037","785","Tunai"
"3038","785","Visa"
"3039","785","Master"
"3040","785","Debet"
"3041","785","QRIS"
"3042","786","Tunai"
"3043","786","Visa"
"3044","786","Master"
"3045","786","Debet"
"3046","786","Go-pay"
"3047","786","Ovo"
"3048","786","QRIS"
"3049","787","Tunai"
"3050","787","Visa"
"3051","787","Master"
"3052","787","Debet"
"3053","787","QRIS"
"3054","788","Tunai"
"3055","789","Tunai"
"3056","789","Visa"
"3057","789","Master"
"3058","789","Debet"
"3059","789","Go-pay"
"3060","789","Ovo"
"3061","790","Tunai"
"3062","790","QRIS"
"3063","791","Tunai"
"3064","791","Visa"
"3065","791","Master"
"3066","791","Debet"
"3067","791","Go-pay"
"3068","791","Ovo"
"3069","791","QRIS"
"3070","792","Tunai"
"3071","792","Visa"
"3072","792","Master"
"3073","792","Debet"
"3074","792","Go-pay"
"3075","792","Ovo"
"3076","792","QRIS"
"3077","793","Tunai"
"3078","793","Visa"
"3079","793","Master"
"3080","793","Debet"
"3081","793","Go-pay"
"3082","793","Ovo"
"3083","794","Tunai"
"3084","794","Visa"
"3085","794","Master"
"3086","794","Debet"
"3087","795","Tunai"
"3088","795","Visa"
"3089","795","Master"
"3090","795","Debet"
"3091","796","Tunai"
"3092","796","Visa"
"3093","796","Master"
"3094","796","Debet"
"3095","796","Go-pay"
"3096","796","Ovo"
"3097","797","Tunai"
"3098","797","Visa"
"3099","797","Master"
"3100","797","Debet"
