"id","restaurant_id","facility"
"3175","646","Ruang VIP"
"3176","646","Bisa reservasi"
"3177","646","Area parkir"
"3178","646","Alkohol"
"3179","648","Wifi"
"3180","648","100% Halal"
"3181","648","Bisa reservasi"
"3182","648","Area parkir"
"3183","649","Area merokok"
"3184","649","Area outdoor"
"3185","649","100% Halal"
"3186","649","Area parkir"
"3187","650","100% Halal"
"3188","650","Area parkir"
"3189","651","Wifi"
"3190","651","Pesan antar"
"3191","651","Area merokok"
"3192","651","Area outdoor"
"3193","651","100% Halal"
"3194","651","Area parkir"
"3195","652","Wifi"
"3196","652","Area merokok"
"3197","652","100% Halal"
"3198","652","Bisa reservasi"
"3199","652","Area parkir"
"3200","653","100% Halal"
"3201","654","100% Halal"
"3202","655","Pesan antar"
"3203","655","100% Halal"
"3204","655","Bisa reservasi"
"3205","655","Area parkir"
"3206","656","100% Halal"
"3207","656","Bisa reservasi"
"3208","656","Area parkir"
"3209","657","Wifi"
"3210","657","100% Halal"
"3211","657","Ruang VIP"
"3212","657","Bisa reservasi"
"3213","657","Area parkir"
"3214","657","Alkohol"
"3215","658","Area merokok"
"3216","658","100% Halal"
"3217","658","Area parkir"
"3218","659","100% Halal"
"3219","659","Area parkir"
"3220","660","Wifi"
"3221","660","100% Halal"
"3222","660","Bisa reservasi"
"3223","660","Area parkir"
"3224","661","Area parkir"
"3225","661","Alkohol"
"3226","662","Area parkir"
"3227","663","Area merokok"
"3228","663","100% Halal"
"3229","663","Area parkir"
"3230","664","Wifi"
"3231","664","Area merokok"
"3232","664","Area outdoor"
"3233","664","Ruang VIP"
"3234","664","Bisa reservasi"
"3235","664","Area parkir"
"3236","664","Alkohol"
"3237","665","Wifi"
"3238","665","Pesan antar"
"3239","665","Area merokok"
"3240","665","100% Halal"
"3241","665","Ruang VIP"
"3242","665","Bisa reservasi"
"3243","665","Area parkir"
"3244","665","Alkohol"
"3245","666","Wifi"
"3246","666","Area merokok"
"3247","666","Area outdoor"
"3248","666","100% Halal"
"3249","666","Ruang VIP"
"3250","666","Bisa reservasi"
"3251","666","Area parkir"
"3252","666","Alkohol"
"3253","667","Wifi"
"3254","667","100% Halal"
"3255","667","Bisa reservasi"
"3256","667","Area parkir"
"3257","667","Alkohol"
"3258","668","Wifi"
"3259","668","Area merokok"
"3260","668","Area outdoor"
"3261","668","Area parkir"
"3262","668","Alkohol"
"3263","669","Area merokok"
"3264","669","Area outdoor"
"3265","669","100% Halal"
"3266","669","Bisa reservasi"
"3267","669","Area parkir"
"3268","670","Wifi"
"3269","670","Area merokok"
"3270","670","Ruang VIP"
"3271","670","Bisa reservasi"
"3272","670","Area parkir"
"3273","670","Alkohol"
"3274","671","Wifi"
"3275","671","Area merokok"
"3276","671","Area outdoor"
"3277","671","100% Halal"
"3278","671","Area parkir"
"3279","672","Wifi"
"3280","672","Area merokok"
"3281","672","Ruang VIP"
"3282","672","Bisa reservasi"
"3283","672","Area parkir"
"3284","672","Alkohol"
"3285","673","100% Halal"
"3286","673","Area parkir"
"3287","674","100% Halal"
"3288","674","Area parkir"
"3289","675","Wifi"
"3290","675","Area merokok"
"3291","675","Ruang VIP"
"3292","675","Bisa reservasi"
"3293","675","Area parkir"
"3294","675","Alkohol"
"3295","676","100% Halal"
"3296","676","Area parkir"
"3297","677","Area merokok"
"3298","677","Area outdoor"
"3299","677","100% Halal"
"3300","677","Area parkir"
"3301","678","100% Halal"
"3302","678","Area parkir"
"3303","679","Wifi"
"3304","679","Pesan antar"
"3305","679","Area merokok"
"3306","679","100% Halal"
"3307","679","Ruang VIP"
"3308","679","Bisa reservasi"
"3309","679","Area parkir"
"3310","680","Wifi"
"3311","680","Pesan antar"
"3312","680","Area merokok"
"3313","680","Area outdoor"
"3314","680","100% Halal"
"3315","680","Bisa reservasi"
"3316","680","Area parkir"
"3317","681","Wifi"
"3318","681","Area merokok"
"3319","681","Area outdoor"
"3320","681","Ruang VIP"
"3321","681","Bisa reservasi"
"3322","681","Area parkir"
"3323","682","100% Halal"
"3324","682","Bisa reservasi"
"3325","682","Area parkir"
"3326","683","Area merokok"
"3327","683","100% Halal"
"3328","683","Area parkir"
"3329","684","100% Halal"
"3330","684","Area parkir"
"3331","685","Wifi"
"3332","685","Area merokok"
"3333","685","Area outdoor"
"3334","685","100% Halal"
"3335","685","Area parkir"
"3336","686","Area merokok"
"3337","686","Area outdoor"
"3338","686","Area parkir"
"3339","687","100% Halal"
"3340","687","Area parkir"
"3341","688","Area merokok"
"3342","688","Area outdoor"
"3343","688","100% Halal"
"3344","688","Bisa reservasi"
"3345","688","Area parkir"
"3346","688","Alkohol"
"3347","689","Wifi"
"3348","689","Area parkir"
"3349","690","100% Halal"
"3350","690","Area parkir"
"3351","691","Area merokok"
"3352","691","Area outdoor"
"3353","691","100% Halal"
"3354","691","Bisa reservasi"
"3355","691","Area parkir"
"3356","692","Wifi"
"3357","692","Area merokok"
"3358","692","Area outdoor"
"3359","692","Area parkir"
"3360","692","Alkohol"
"3361","693","100% Halal"
"3362","693","Bisa reservasi"
"3363","693","Area parkir"
"3364","693","Alkohol"
"3365","694","100% Halal"
"3366","694","Area parkir"
"3367","695","Wifi"
"3368","695","Pesan antar"
"3369","695","100% Halal"
"3370","695","Bisa reservasi"
"3371","695","Area parkir"
"3372","695","Alkohol"
"3373","696","Wifi"
"3374","696","Area merokok"
"3375","696","Bisa reservasi"
"3376","696","Area parkir"
"3377","696","Alkohol"
"3378","697","Wifi"
"3379","697","100% Halal"
"3380","697","Area parkir"
"3381","698","Area parkir"
"3382","698","Alkohol"
"3383","699","Wifi"
"3384","699","100% Halal"
"3385","699","Bisa reservasi"
"3386","699","Area parkir"
"3387","700","Area merokok"
"3388","700","Area outdoor"
"3389","700","100% Halal"
"3390","700","Bisa reservasi"
"3391","700","Area parkir"
"3392","701","Wifi"
"3393","701","Area merokok"
"3394","701","Area outdoor"
"3395","701","100% Halal"
"3396","701","Area parkir"
"3397","702","Wifi"
"3398","702","100% Halal"
"3399","702","Area parkir"
"3400","703","Wifi"
"3401","703","Area merokok"
"3402","703","Area outdoor"
"3403","703","100% Halal"
"3404","703","Area parkir"
"3405","704","Wifi"
"3406","704","Pesan antar"
"3407","704","100% Halal"
"3408","704","Ruang VIP"
"3409","704","Bisa reservasi"
"3410","704","Area parkir"
"3411","705","Wifi"
"3412","705","Area merokok"
"3413","705","Area outdoor"
"3414","705","Area parkir"
"3415","706","Wifi"
"3416","706","100% Halal"
"3417","706","Bisa reservasi"
"3418","706","Area parkir"
"3419","707","Wifi"
"3420","707","100% Halal"
"3421","707","Bisa reservasi"
"3422","707","Area parkir"
"3423","707","Alkohol"
"3424","708","Wifi"
"3425","708","Area merokok"
"3426","708","Area outdoor"
"3427","708","100% Halal"
"3428","708","Area parkir"
"3429","709","Wifi"
"3430","709","Area merokok"
"3431","709","Area outdoor"
"3432","709","Bisa reservasi"
"3433","709","Area parkir"
"3434","709","Alkohol"
"3435","710","Wifi"
"3436","710","Area merokok"
"3437","710","Area outdoor"
"3438","710","100% Halal"
"3439","710","Ruang VIP"
"3440","710","Bisa reservasi"
"3441","710","Area parkir"
"3442","711","Wifi"
"3443","711","Area merokok"
"3444","711","Area outdoor"
"3445","711","100% Halal"
"3446","711","Bisa reservasi"
"3447","711","Area parkir"
"3448","711","Alkohol"
"3449","712","Area merokok"
"3450","712","100% Halal"
"3451","712","Area parkir"
"3452","713","Area parkir"
"3453","713","Alkohol"
"3454","714","Wifi"
"3455","714","Area merokok"
"3456","714","Area outdoor"
"3457","714","100% Halal"
"3458","715","Wifi"
"3459","715","Area merokok"
"3460","715","Area outdoor"
"3461","715","Ruang VIP"
"3462","715","Bisa reservasi"
"3463","715","Area parkir"
"3464","715","Alkohol"
"3465","716","Wifi"
"3466","716","Area merokok"
"3467","716","Area outdoor"
"3468","716","24 Jam"
"3469","716","100% Halal"
"3470","716","Ruang VIP"
"3471","716","Bisa reservasi"
"3472","716","Area parkir"
"3473","717","Wifi"
"3474","717","Area merokok"
"3475","717","Area outdoor"
"3476","717","100% Halal"
"3477","717","Ruang VIP"
"3478","717","Bisa reservasi"
"3479","717","Area parkir"
"3480","718","Wifi"
"3481","718","Area merokok"
"3482","718","Area outdoor"
"3483","718","Ruang VIP"
"3484","718","Bisa reservasi"
"3485","718","Area parkir"
"3486","718","Alkohol"
"3487","719","Area merokok"
"3488","719","100% Halal"
"3489","720","Wifi"
"3490","720","Area merokok"
"3491","720","Area outdoor"
"3492","720","100% Halal"
"3493","720","Bisa reservasi"
"3494","720","Area parkir"
"3495","720","Alkohol"
"3496","721","Wifi"
"3497","721","Area merokok"
"3498","721","Area outdoor"
"3499","721","Bisa reservasi"
"3500","721","Area parkir"
"3501","721","Alkohol"
"3502","722","Wifi"
"3503","722","Area merokok"
"3504","722","Area outdoor"
"3505","722","Ruang VIP"
"3506","722","Bisa reservasi"
"3507","722","Area parkir"
"3508","722","Alkohol"
"3509","723","Wifi"
"3510","723","Area merokok"
"3511","723","Area outdoor"
"3512","723","100% Halal"
"3513","723","Ruang VIP"
"3514","723","Bisa reservasi"
"3515","723","Area parkir"
"3516","723","Alkohol"
"3517","724","Wifi"
"3518","724","Area merokok"
"3519","724","Area outdoor"
"3520","724","100% Halal"
"3521","724","Bisa reservasi"
"3522","724","Area parkir"
"3523","725","Wifi"
"3524","725","100% Halal"
"3525","725","Bisa reservasi"
"3526","725","Area parkir"
"3527","725","Alkohol"
"3528","726","Wifi"
"3529","726","Area merokok"
"3530","726","Area outdoor"
"3531","726","Area parkir"
"3532","726","Alkohol"
"3533","727","Area merokok"
"3534","727","100% Halal"
"3535","727","Bisa reservasi"
"3536","727","Area parkir"
"3537","728","Wifi"
"3538","728","Area merokok"
"3539","728","Area outdoor"
"3540","728","Bisa reservasi"
"3541","728","Area parkir"
"3542","728","Alkohol"
"3543","729","Wifi"
"3544","729","Area merokok"
"3545","729","Area outdoor"
"3546","729","100% Halal"
"3547","729","Bisa reservasi"
"3548","729","Area parkir"
"3549","729","Alkohol"
"3550","730","Wifi"
"3551","730","Area merokok"
"3552","730","Area outdoor"
"3553","730","100% Halal"
"3554","730","Bisa reservasi"
"3555","730","Area parkir"
"3556","731","Wifi"
"3557","731","Area merokok"
"3558","731","Area outdoor"
"3559","731","100% Halal"
"3560","731","Bisa reservasi"
"3561","731","Area parkir"
"3562","732","Wifi"
"3563","732","Area merokok"
"3564","732","Area outdoor"
"3565","732","100% Halal"
"3566","732","Area parkir"
"3567","733","Wifi"
"3568","733","Area merokok"
"3569","733","Area outdoor"
"3570","733","Bisa reservasi"
"3571","733","Area parkir"
"3572","733","Alkohol"
"3573","734","Area parkir"
"3574","735","Area merokok"
"3575","735","Area outdoor"
"3576","735","Ruang VIP"
"3577","735","Bisa reservasi"
"3578","735","Area parkir"
"3579","736","Wifi"
"3580","736","Area merokok"
"3581","736","Area outdoor"
"3582","736","100% Halal"
"3583","736","Bisa reservasi"
"3584","736","Area parkir"
"3585","737","Pesan antar"
"3586","737","Area merokok"
"3587","737","100% Halal"
"3588","737","Area parkir"
"3589","738","Wifi"
"3590","738","Area merokok"
"3591","738","Area outdoor"
"3592","738","100% Halal"
"3593","738","Bisa reservasi"
"3594","738","Alkohol"
"3595","739","Wifi"
"3596","739","Area merokok"
"3597","739","Area outdoor"
"3598","739","100% Halal"
"3599","739","Bisa reservasi"
"3600","739","Area parkir"
"3601","740","Area merokok"
"3602","740","Area parkir"
"3603","741","Wifi"
"3604","741","Ruang VIP"
"3605","741","Bisa reservasi"
"3606","741","Area parkir"
"3607","741","Alkohol"
"3608","742","Wifi"
"3609","742","Area merokok"
"3610","742","Area outdoor"
"3611","742","100% Halal"
"3612","742","Bisa reservasi"
"3613","742","Area parkir"
"3614","743","Area merokok"
"3615","743","100% Halal"
"3616","743","Area parkir"
"3617","744","Area merokok"
"3618","744","100% Halal"
"3619","744","Area parkir"
"3620","745","Wifi"
"3621","745","Area merokok"
"3622","745","Area outdoor"
"3623","745","100% Halal"
"3624","745","Bisa reservasi"
"3625","745","Area parkir"
"3626","746","100% Halal"
"3627","746","Area parkir"
"3628","747","100% Halal"
"3629","748","100% Halal"
"3630","748","Area parkir"
"3631","749","Area merokok"
"3632","749","100% Halal"
"3633","749","Area parkir"
"3634","750","100% Halal"
"3635","750","Area parkir"
"3636","751","Wifi"
"3637","751","Pesan antar"
"3638","751","Area merokok"
"3639","751","Area outdoor"
"3640","751","100% Halal"
"3641","751","Ruang VIP"
"3642","751","Bisa reservasi"
"3643","751","Area parkir"
"3644","752","Area merokok"
"3645","752","100% Halal"
"3646","752","Area parkir"
"3647","753","Wifi"
"3648","753","Area merokok"
"3649","753","Area outdoor"
"3650","753","100% Halal"
"3651","753","Bisa reservasi"
"3652","753","Area parkir"
"3653","754","Area merokok"
"3654","754","Area outdoor"
"3655","754","100% Halal"
"3656","754","Bisa reservasi"
"3657","754","Area parkir"
"3658","755","Wifi"
"3659","755","100% Halal"
"3660","755","Ruang VIP"
"3661","755","Bisa reservasi"
"3662","755","Area parkir"
"3663","756","Wifi"
"3664","756","Area merokok"
"3665","756","Area outdoor"
"3666","756","100% Halal"
"3667","756","Area parkir"
"3668","757","Wifi"
"3669","757","Area merokok"
"3670","757","Area outdoor"
"3671","757","100% Halal"
"3672","757","Bisa reservasi"
"3673","757","Area parkir"
"3674","758","Area merokok"
"3675","758","Area outdoor"
"3676","758","100% Halal"
"3677","758","Area parkir"
"3678","759","Wifi"
"3679","759","Area merokok"
"3680","759","Area outdoor"
"3681","759","100% Halal"
"3682","759","Bisa reservasi"
"3683","759","Area parkir"
"3684","759","Alkohol"
"3685","760","Wifi"
"3686","760","Pesan antar"
"3687","760","Area merokok"
"3688","760","Area outdoor"
"3689","760","100% Halal"
"3690","760","Bisa reservasi"
"3691","760","Area parkir"
"3692","761","Wifi"
"3693","761","Pesan antar"
"3694","761","Area merokok"
"3695","761","Area outdoor"
"3696","761","100% Halal"
"3697","761","Bisa reservasi"
"3698","761","Area parkir"
"3699","762","Wifi"
"3700","762","Ruang VIP"
"3701","762","Bisa reservasi"
"3702","762","Area parkir"
"3703","762","Alkohol"
"3704","763","Area merokok"
"3705","763","Area outdoor"
"3706","763","Bisa reservasi"
"3707","763","Alkohol"
"3708","764","Pesan antar"
"3709","764","Area merokok"
"3710","764","100% Halal"
"3711","764","Area parkir"
"3712","765","100% Halal"
"3713","766","Wifi"
"3714","766","Area merokok"
"3715","766","Bisa reservasi"
"3716","766","Area parkir"
"3717","767","100% Halal"
"3718","767","Area parkir"
"3719","768","100% Halal"
"3720","768","Area parkir"
"3721","769","Area merokok"
"3722","769","Area outdoor"
"3723","769","100% Halal"
"3724","769","Bisa reservasi"
"3725","769","Area parkir"
"3726","770","Area merokok"
"3727","770","100% Halal"
"3728","770","Area parkir"
"3729","771","Wifi"
"3730","771","100% Halal"
"3731","771","Ruang VIP"
"3732","771","Bisa reservasi"
"3733","771","Area parkir"
"3734","771","Alkohol"
"3735","772","Area parkir"
"3736","773","Wifi"
"3737","773","100% Halal"
"3738","773","Ruang VIP"
"3739","773","Bisa reservasi"
"3740","773","Area parkir"
"3741","773","Alkohol"
"3742","775","Pesan antar"
"3743","775","Area merokok"
"3744","775","100% Halal"
"3745","775","Area parkir"
"3746","776","Wifi"
"3747","776","Area merokok"
"3748","776","Area outdoor"
"3749","776","100% Halal"
"3750","776","Ruang VIP"
"3751","776","Bisa reservasi"
"3752","776","Area parkir"
"3753","777","Wifi"
"3754","777","Area merokok"
"3755","777","Area outdoor"
"3756","777","Ruang VIP"
"3757","777","Bisa reservasi"
"3758","777","Area parkir"
"3759","777","Alkohol"
"3760","778","Area merokok"
"3761","778","Area outdoor"
"3762","778","100% Halal"
"3763","778","Area parkir"
"3764","779","Wifi"
"3765","779","Area merokok"
"3766","779","Area outdoor"
"3767","779","100% Halal"
"3768","779","Ruang VIP"
"3769","779","Bisa reservasi"
"3770","779","Area parkir"
"3771","780","Wifi"
"3772","780","Bisa reservasi"
"3773","780","Area parkir"
"3774","780","Alkohol"
"3775","781","100% Halal"
"3776","781","Area parkir"
"3777","782","Wifi"
"3778","782","100% Halal"
"3779","782","Bisa reservasi"
"3780","782","Area parkir"
"3781","783","Area merokok"
"3782","783","Area outdoor"
"3783","783","100% Halal"
"3784","783","Area parkir"
"3785","784","Wifi"
"3786","784","Area merokok"
"3787","784","Area outdoor"
"3788","784","100% Halal"
"3789","784","Area parkir"
"3790","784","Alkohol"
"3791","785","Wifi"
"3792","785","Area merokok"
"3793","785","Area outdoor"
"3794","785","Ruang VIP"
"3795","785","Bisa reservasi"
"3796","785","Area parkir"
"3797","785","Alkohol"
"3798","786","Wifi"
"3799","786","100% Halal"
"3800","786","Area parkir"
"3801","787","Wifi"
"3802","787","100% Halal"
"3803","787","Bisa reservasi"
"3804","787","Area parkir"
"3805","788","100% Halal"
"3806","789","Wifi"
"3807","789","Area merokok"
"3808","789","100% Halal"
"3809","789","Bisa reservasi"
"3810","789","Area parkir"
"3811","789","Alkohol"
"3812","790","Wifi"
"3813","790","Area merokok"
"3814","790","Area outdoor"
"3815","790","Bisa reservasi"
"3816","790","Area parkir"
"3817","791","Area parkir"
"3818","792","Wifi"
"3819","792","Area merokok"
"3820","792","Area outdoor"
"3821","792","Bisa reservasi"
"3822","792","Area parkir"
"3823","792","Alkohol"
"3824","793","Bisa reservasi"
"3825","793","Area parkir"
"3826","794","Wifi"
"3827","794","Area merokok"
"3828","794","Area outdoor"
"3829","794","100% Halal"
"3830","794","Ruang VIP"
"3831","794","Bisa reservasi"
"3832","794","Area parkir"
"3833","794","Alkohol"
"3834","795","Bisa reservasi"
"3835","795","Area parkir"
"3836","795","Alkohol"
"3837","796","Wifi"
"3838","796","Area merokok"
"3839","796","Bisa reservasi"
"3840","796","Area parkir"
"3841","796","Alkohol"
"3842","797","Wifi"
"3843","797","Area merokok"
"3844","797","Ruang VIP"
"3845","797","Bisa reservasi"
"3846","797","Area parkir"
"3847","797","Alkohol"
