"id","restaurant_id","facility"
"1108","223","100% Halal"
"1109","223","Area parkir"
"1110","224","Wifi"
"1111","224","Pesan antar"
"1112","224","Area merokok"
"1113","224","Area outdoor"
"1114","224","100% Halal"
"1115","224","Ruang VIP"
"1116","224","Bisa reservasi"
"1117","224","Area parkir"
"1118","225","Wifi"
"1119","225","Area merokok"
"1120","225","Area outdoor"
"1121","225","100% Halal"
"1122","225","Bisa reservasi"
"1123","225","Area parkir"
"1124","226","Wifi"
"1125","226","Area merokok"
"1126","226","Area outdoor"
"1127","226","100% Halal"
"1128","226","Ruang VIP"
"1129","226","Bisa reservasi"
"1130","226","Area parkir"
"1131","226","Alkohol"
"1132","227","Wifi"
"1133","227","Area merokok"
"1134","227","100% Halal"
"1135","227","Bisa reservasi"
"1136","227","Area parkir"
"1137","228","Wifi"
"1138","228","Area merokok"
"1139","228","Area outdoor"
"1140","228","100% Halal"
"1141","228","Bisa reservasi"
"1142","228","Area parkir"
"1143","229","Wifi"
"1144","229","Area merokok"
"1145","229","Area outdoor"
"1146","229","100% Halal"
"1147","229","Ruang VIP"
"1148","229","Bisa reservasi"
"1149","229","Area parkir"
"1150","229","Alkohol"
"1151","230","Wifi"
"1152","230","Area merokok"
"1153","230","Area outdoor"
"1154","230","100% Halal"
"1155","230","Bisa reservasi"
"1156","230","Area parkir"
"1157","231","Wifi"
"1158","231","Area merokok"
"1159","231","Area outdoor"
"1160","231","100% Halal"
"1161","231","Bisa reservasi"
"1162","231","Area parkir"
"1163","232","Wifi"
"1164","232","Area merokok"
"1165","232","Area outdoor"
"1166","232","100% Halal"
"1167","232","Bisa reservasi"
"1168","232","Area parkir"
"1169","233","Wifi"
"1170","233","Area merokok"
"1171","233","Area outdoor"
"1172","233","100% Halal"
"1173","233","Bisa reservasi"
"1174","233","Area parkir"
"1175","234","Wifi"
"1176","234","Area merokok"
"1177","234","Area outdoor"
"1178","234","100% Halal"
"1179","234","Bisa reservasi"
"1180","234","Area parkir"
"1181","234","Alkohol"
"1182","235","Wifi"
"1183","235","Area merokok"
"1184","235","Area outdoor"
"1185","235","100% Halal"
"1186","235","Bisa reservasi"
"1187","235","Area parkir"
"1188","235","Alkohol"
"1189","236","Wifi"
"1190","236","Area merokok"
"1191","236","Area outdoor"
"1192","236","100% Halal"
"1193","236","Ruang VIP"
"1194","236","Bisa reservasi"
"1195","236","Area parkir"
"1196","237","Wifi"
"1197","237","Area merokok"
"1198","237","Area outdoor"
"1199","237","100% Halal"
"1200","237","Bisa reservasi"
"1201","237","Area parkir"
"1202","238","Wifi"
"1203","238","Area merokok"
"1204","238","Area outdoor"
"1205","238","100% Halal"
"1206","238","Ruang VIP"
"1207","238","Bisa reservasi"
"1208","238","Area parkir"
"1209","239","Wifi"
"1210","239","Area merokok"
"1211","239","Area outdoor"
"1212","239","100% Halal"
"1213","239","Ruang VIP"
"1214","239","Bisa reservasi"
"1215","239","Area parkir"
"1216","240","Wifi"
"1217","240","Area merokok"
"1218","240","Area outdoor"
"1219","240","100% Halal"
"1220","240","Ruang VIP"
"1221","240","Bisa reservasi"
"1222","240","Area parkir"
"1223","241","Wifi"
"1224","241","Area merokok"
"1225","241","Area outdoor"
"1226","241","100% Halal"
"1227","241","Ruang VIP"
"1228","241","Bisa reservasi"
"1229","241","Area parkir"
"1230","242","Wifi"
"1231","242","Area merokok"
"1232","242","Area outdoor"
"1233","242","100% Halal"
"1234","242","Ruang VIP"
"1235","242","Bisa reservasi"
"1236","242","Area parkir"
"1237","242","Alkohol"
"1238","243","Wifi"
"1239","243","Area merokok"
"1240","243","Area outdoor"
"1241","243","100% Halal"
"1242","243","Bisa reservasi"
"1243","243","Area parkir"
"1244","244","Wifi"
"1245","244","Area merokok"
"1246","244","Area outdoor"
"1247","244","100% Halal"
"1248","244","Bisa reservasi"
"1249","244","Area parkir"
"1250","245","Wifi"
"1251","245","Area merokok"
"1252","245","Area outdoor"
"1253","245","100% Halal"
"1254","245","Bisa reservasi"
"1255","245","Area parkir"
"1256","246","Wifi"
"1257","246","Area merokok"
"1258","246","Area outdoor"
"1259","246","100% Halal"
"1260","246","Ruang VIP"
"1261","246","Bisa reservasi"
"1262","246","Area parkir"
"1263","247","Wifi"
"1264","247","Area merokok"
"1265","247","Area outdoor"
"1266","247","100% Halal"
"1267","247","Bisa reservasi"
"1268","247","Area parkir"
"1269","248","Wifi"
"1270","248","Area merokok"
"1271","248","Area outdoor"
"1272","248","100% Halal"
"1273","248","Ruang VIP"
"1274","248","Bisa reservasi"
"1275","248","Area parkir"
"1276","249","Wifi"
"1277","249","Area merokok"
"1278","249","Area outdoor"
"1279","249","100% Halal"
"1280","249","Ruang VIP"
"1281","249","Bisa reservasi"
"1282","249","Area parkir"
"1283","249","Alkohol"
"1284","250","Wifi"
"1285","250","Area merokok"
"1286","250","Area outdoor"
"1287","250","100% Halal"
"1288","250","Bisa reservasi"
"1289","250","Area parkir"
"1290","251","Wifi"
"1291","251","Area merokok"
"1292","251","Area outdoor"
"1293","251","100% Halal"
"1294","251","Ruang VIP"
"1295","251","Bisa reservasi"
"1296","251","Area parkir"
"1297","252","Wifi"
"1298","252","Area merokok"
"1299","252","Area outdoor"
"1300","252","100% Halal"
"1301","252","Bisa reservasi"
"1302","252","Area parkir"
"1303","253","Wifi"
"1304","253","Area merokok"
"1305","253","Area outdoor"
"1306","253","100% Halal"
"1307","253","Bisa reservasi"
"1308","254","Wifi"
"1309","254","Area merokok"
"1310","254","Area outdoor"
"1311","254","100% Halal"
"1312","254","Bisa reservasi"
"1313","254","Area parkir"
"1314","254","Alkohol"
"1315","255","Wifi"
"1316","255","Area merokok"
"1317","255","Area outdoor"
"1318","255","100% Halal"
"1319","255","Area parkir"
"1320","255","Alkohol"
"1321","256","Wifi"
"1322","256","Area merokok"
"1323","256","Area outdoor"
"1324","256","100% Halal"
"1325","256","Area parkir"
"1326","257","Wifi"
"1327","257","Area merokok"
"1328","257","Area outdoor"
"1329","257","100% Halal"
"1330","257","Bisa reservasi"
"1331","257","Area parkir"
"1332","258","Wifi"
"1333","258","Area merokok"
"1334","258","Area outdoor"
"1335","258","100% Halal"
"1336","258","Bisa reservasi"
"1337","258","Area parkir"
"1338","259","Wifi"
"1339","259","Area merokok"
"1340","259","Area outdoor"
"1341","259","100% Halal"
"1342","259","Ruang VIP"
"1343","259","Bisa reservasi"
"1344","259","Area parkir"
"1345","260","Wifi"
"1346","260","Area merokok"
"1347","260","Area outdoor"
"1348","260","100% Halal"
"1349","260","Bisa reservasi"
"1350","260","Area parkir"
"1351","261","Wifi"
"1352","261","Area merokok"
"1353","261","Area outdoor"
"1354","261","100% Halal"
"1355","261","Ruang VIP"
"1356","261","Bisa reservasi"
"1357","261","Area parkir"
"1358","262","Wifi"
"1359","262","Area merokok"
"1360","262","Area outdoor"
"1361","262","100% Halal"
"1362","262","Bisa reservasi"
"1363","262","Area parkir"
"1364","263","100% Halal"
"1365","263","Area parkir"
"1366","264","100% Halal"
"1367","265","Area merokok"
"1368","265","Area outdoor"
"1369","265","Ruang VIP"
"1370","265","Area parkir"
"1371","267","Area merokok"
"1372","267","Area outdoor"
"1373","267","Area parkir"
"1374","268","Area parkir"
"1375","269","Area parkir"
"1376","271","100% Halal"
"1377","273","100% Halal"
"1378","273","Area parkir"
"1379","274","100% Halal"
"1380","274","Area parkir"
"1381","275","100% Halal"
"1382","276","Wifi"
"1383","276","Area merokok"
"1384","276","Area outdoor"
"1385","276","100% Halal"
"1386","276","Area parkir"
"1387","277","100% Halal"
"1388","277","Area parkir"
"1389","278","Wifi"
"1390","278","Area merokok"
"1391","278","Area outdoor"
"1392","278","100% Halal"
"1393","278","Ruang VIP"
"1394","278","Bisa reservasi"
"1395","278","Area parkir"
"1396","279","Wifi"
"1397","279","Area merokok"
"1398","279","Area outdoor"
"1399","279","100% Halal"
"1400","279","Area parkir"
"1401","280","100% Halal"
"1402","280","Ruang VIP"
"1403","280","Bisa reservasi"
"1404","280","Area parkir"
"1405","280","Alkohol"
"1406","281","Wifi"
"1407","281","100% Halal"
"1408","281","Ruang VIP"
"1409","281","Bisa reservasi"
"1410","281","Area parkir"
"1411","281","Alkohol"
"1412","282","Wifi"
"1413","282","100% Halal"
"1414","282","Area parkir"
"1415","283","Wifi"
"1416","283","100% Halal"
"1417","283","Bisa reservasi"
"1418","283","Area parkir"
"1419","284","Wifi"
"1420","284","100% Halal"
"1421","284","Bisa reservasi"
"1422","284","Area parkir"
"1423","284","Alkohol"
"1424","285","Wifi"
"1425","285","100% Halal"
"1426","285","Ruang VIP"
"1427","285","Bisa reservasi"
"1428","285","Area parkir"
"1429","285","Alkohol"
"1430","286","Wifi"
"1431","286","100% Halal"
"1432","286","Ruang VIP"
"1433","286","Bisa reservasi"
"1434","286","Area parkir"
"1435","286","Alkohol"
"1436","287","Wifi"
"1437","287","Ruang VIP"
"1438","287","Bisa reservasi"
"1439","287","Area parkir"
"1440","287","Alkohol"
"1441","288","Wifi"
"1442","288","Area merokok"
"1443","288","Area outdoor"
"1444","288","Ruang VIP"
"1445","288","Bisa reservasi"
"1446","288","Area parkir"
"1447","288","Alkohol"
"1448","289","Wifi"
"1449","289","100% Halal"
"1450","289","Ruang VIP"
"1451","289","Bisa reservasi"
"1452","289","Area parkir"
"1453","290","Bisa reservasi"
"1454","290","Area parkir"
"1455","291","Area parkir"
"1456","292","Wifi"
"1457","292","Bisa reservasi"
"1458","292","Area parkir"
"1459","292","Alkohol"
"1460","294","Area merokok"
"1461","294","Area outdoor"
"1462","294","Bisa reservasi"
"1463","294","Area parkir"
"1464","295","Bisa reservasi"
"1465","295","Area parkir"
"1466","296","Wifi"
"1467","296","Bisa reservasi"
"1468","296","Area parkir"
"1469","297","Bisa reservasi"
"1470","297","Area parkir"
"1471","298","Area merokok"
"1472","298","Area outdoor"
"1473","298","Bisa reservasi"
"1474","298","Area parkir"
"1475","299","Wifi"
"1476","299","Pesan antar"
"1477","299","Area merokok"
"1478","299","Area outdoor"
"1479","299","Bisa reservasi"
"1480","299","Area parkir"
"1481","299","Alkohol"
"1482","300","Area merokok"
"1483","300","Area outdoor"
"1484","300","100% Halal"
"1485","300","Ruang VIP"
"1486","300","Bisa reservasi"
"1487","300","Area parkir"
"1488","301","Pesan antar"
"1489","301","Area merokok"
"1490","301","Area outdoor"
"1491","301","100% Halal"
"1492","301","Ruang VIP"
"1493","301","Bisa reservasi"
"1494","301","Area parkir"
"1495","302","Wifi"
"1496","302","Area merokok"
"1497","302","Area outdoor"
"1498","302","100% Halal"
"1499","302","Ruang VIP"
"1500","302","Bisa reservasi"
"1501","302","Area parkir"
"1502","302","Alkohol"
"1503","303","Wifi"
"1504","303","Bisa reservasi"
"1505","303","Area parkir"
"1506","304","Wifi"
"1507","304","Ruang VIP"
"1508","304","Bisa reservasi"
"1509","304","Area parkir"
"1510","304","Alkohol"
"1511","305","Area merokok"
"1512","305","Area outdoor"
"1513","305","100% Halal"
"1514","305","Bisa reservasi"
"1515","305","Area parkir"
"1516","306","Wifi"
"1517","306","Area merokok"
"1518","306","Area outdoor"
"1519","306","100% Halal"
"1520","306","Area parkir"
"1521","307","Area merokok"
"1522","307","Area outdoor"
"1523","307","100% Halal"
"1524","307","Area parkir"
"1525","308","Pesan antar"
"1526","308","Area merokok"
"1527","308","Area outdoor"
"1528","308","Bisa reservasi"
"1529","309","100% Halal"
"1530","309","Bisa reservasi"
"1531","309","Area parkir"
"1532","310","Pesan antar"
"1533","310","Area merokok"
"1534","310","100% Halal"
"1535","310","Bisa reservasi"
"1536","310","Area parkir"
"1537","311","Area merokok"
"1538","311","Area outdoor"
"1539","311","100% Halal"
"1540","311","Bisa reservasi"
"1541","311","Area parkir"
"1542","312","Area merokok"
"1543","312","100% Halal"
"1544","313","Area merokok"
"1545","313","100% Halal"
"1546","313","Area parkir"
"1547","314","Wifi"
"1548","314","Pesan antar"
"1549","314","100% Halal"
"1550","314","Bisa reservasi"
"1551","314","Area parkir"
"1552","315","Area merokok"
"1553","315","100% Halal"
"1554","316","Area merokok"
"1555","316","100% Halal"
"1556","316","Area parkir"
"1557","317","100% Halal"
"1558","317","Bisa reservasi"
"1559","317","Area parkir"
"1560","318","Area merokok"
"1561","318","Area outdoor"
"1562","318","100% Halal"
"1563","318","Area parkir"
"1564","319","Wifi"
"1565","319","100% Halal"
"1566","319","Bisa reservasi"
"1567","319","Area parkir"
"1568","320","Wifi"
"1569","320","100% Halal"
"1570","320","Bisa reservasi"
"1571","320","Area parkir"
"1572","321","Wifi"
"1573","321","Area merokok"
"1574","321","Area outdoor"
"1575","321","Ruang VIP"
"1576","321","Bisa reservasi"
"1577","321","Area parkir"
"1578","321","Alkohol"
"1579","322","Wifi"
"1580","322","Area merokok"
"1581","322","Area outdoor"
"1582","322","100% Halal"
"1583","322","Bisa reservasi"
"1584","322","Area parkir"
"1585","322","Alkohol"
"1586","323","Wifi"
"1587","323","Area merokok"
"1588","323","Area outdoor"
"1589","323","100% Halal"
"1590","323","Bisa reservasi"
"1591","323","Area parkir"
"1592","324","Wifi"
"1593","324","100% Halal"
"1594","324","Ruang VIP"
"1595","324","Bisa reservasi"
"1596","324","Area parkir"
"1597","324","Alkohol"
"1598","325","100% Halal"
"1599","325","Area parkir"
"1600","326","Wifi"
"1601","326","100% Halal"
"1602","326","Bisa reservasi"
"1603","326","Area parkir"
"1604","327","Wifi"
"1605","327","Pesan antar"
"1606","327","Area merokok"
"1607","327","100% Halal"
"1608","327","Ruang VIP"
"1609","327","Bisa reservasi"
"1610","327","Area parkir"
"1611","328","Wifi"
"1612","328","100% Halal"
"1613","328","Bisa reservasi"
"1614","328","Area parkir"
"1615","329","Wifi"
"1616","329","100% Halal"
"1617","329","Bisa reservasi"
"1618","329","Area parkir"
"1619","330","Wifi"
"1620","330","Area merokok"
"1621","330","Area outdoor"
"1622","330","Ruang VIP"
"1623","330","Bisa reservasi"
"1624","330","Area parkir"
"1625","330","Alkohol"
"1626","331","Wifi"
"1627","331","Area merokok"
"1628","331","Area outdoor"
"1629","331","Ruang VIP"
"1630","331","Bisa reservasi"
"1631","331","Area parkir"
"1632","331","Alkohol"
"1633","332","Wifi"
"1634","332","Area merokok"
"1635","332","Area outdoor"
"1636","332","Ruang VIP"
"1637","332","Bisa reservasi"
"1638","332","Area parkir"
"1639","332","Alkohol"
"1640","333","Wifi"
"1641","333","Area merokok"
"1642","333","Area outdoor"
"1643","333","Ruang VIP"
"1644","333","Bisa reservasi"
"1645","333","Area parkir"
"1646","333","Alkohol"
"1647","334","Wifi"
"1648","334","Area merokok"
"1649","334","Area outdoor"
"1650","334","Ruang VIP"
"1651","334","Bisa reservasi"
"1652","334","Area parkir"
"1653","334","Alkohol"
"1654","335","Wifi"
"1655","335","Area merokok"
"1656","335","Area outdoor"
"1657","335","Ruang VIP"
"1658","335","Bisa reservasi"
"1659","335","Area parkir"
"1660","335","Alkohol"
"1661","336","Wifi"
"1662","336","Area merokok"
"1663","336","Area outdoor"
"1664","336","Ruang VIP"
"1665","336","Bisa reservasi"
"1666","336","Area parkir"
"1667","336","Alkohol"
"1668","337","Wifi"
"1669","337","Area merokok"
"1670","337","Area outdoor"
"1671","337","100% Halal"
"1672","337","Bisa reservasi"
"1673","337","Area parkir"
"1674","337","Alkohol"
"1675","338","Wifi"
"1676","338","Area merokok"
"1677","338","Area outdoor"
"1678","338","100% Halal"
"1679","338","Bisa reservasi"
"1680","338","Area parkir"
"1681","338","Alkohol"
"1682","339","Wifi"
"1683","339","Area merokok"
"1684","339","Area outdoor"
"1685","339","100% Halal"
"1686","339","Bisa reservasi"
"1687","339","Area parkir"
"1688","339","Alkohol"
"1689","340","Wifi"
"1690","340","Area merokok"
"1691","340","Area outdoor"
"1692","340","100% Halal"
"1693","340","Bisa reservasi"
"1694","340","Area parkir"
"1695","340","Alkohol"
"1696","341","Wifi"
"1697","341","Area merokok"
"1698","341","Area outdoor"
"1699","341","100% Halal"
"1700","341","Bisa reservasi"
"1701","341","Area parkir"
"1702","341","Alkohol"
"1703","342","Wifi"
"1704","342","Area merokok"
"1705","342","Area outdoor"
"1706","342","100% Halal"
"1707","342","Bisa reservasi"
"1708","342","Area parkir"
"1709","342","Alkohol"
"1710","343","Wifi"
"1711","343","Area merokok"
"1712","343","Area outdoor"
"1713","343","100% Halal"
"1714","343","Bisa reservasi"
"1715","343","Area parkir"
"1716","343","Alkohol"
"1717","344","Wifi"
"1718","344","Area merokok"
"1719","344","Area outdoor"
"1720","344","100% Halal"
"1721","344","Bisa reservasi"
"1722","344","Area parkir"
"1723","344","Alkohol"
"1724","345","Wifi"
"1725","345","Area merokok"
"1726","345","Area outdoor"
"1727","345","100% Halal"
"1728","345","Bisa reservasi"
"1729","345","Area parkir"
"1730","345","Alkohol"
"1731","346","Wifi"
"1732","346","Area merokok"
"1733","346","Area outdoor"
"1734","346","100% Halal"
"1735","346","Bisa reservasi"
"1736","346","Area parkir"
"1737","346","Alkohol"
"1738","347","Wifi"
"1739","347","Area merokok"
"1740","347","Area outdoor"
"1741","347","100% Halal"
"1742","347","Bisa reservasi"
"1743","347","Area parkir"
"1744","348","Wifi"
"1745","348","Area merokok"
"1746","348","Area outdoor"
"1747","348","100% Halal"
"1748","348","Bisa reservasi"
"1749","348","Area parkir"
"1750","349","Wifi"
"1751","349","Area merokok"
"1752","349","Area outdoor"
"1753","349","100% Halal"
"1754","349","Bisa reservasi"
"1755","349","Area parkir"
"1756","350","Wifi"
"1757","350","Area merokok"
"1758","350","Area outdoor"
"1759","350","100% Halal"
"1760","350","Bisa reservasi"
"1761","350","Area parkir"
"1762","351","Wifi"
"1763","351","Area merokok"
"1764","351","Area outdoor"
"1765","351","100% Halal"
"1766","351","Bisa reservasi"
"1767","351","Area parkir"
"1768","352","Wifi"
"1769","352","Area merokok"
"1770","352","Area outdoor"
"1771","352","100% Halal"
"1772","352","Bisa reservasi"
"1773","352","Area parkir"
"1774","353","Wifi"
"1775","353","Area merokok"
"1776","353","Area outdoor"
"1777","353","100% Halal"
"1778","353","Bisa reservasi"
"1779","353","Area parkir"
"1780","354","Wifi"
"1781","354","Area merokok"
"1782","354","Area outdoor"
"1783","354","100% Halal"
"1784","354","Bisa reservasi"
"1785","354","Area parkir"
"1786","355","Wifi"
"1787","355","Area merokok"
"1788","355","Area outdoor"
"1789","355","100% Halal"
"1790","355","Bisa reservasi"
"1791","355","Area parkir"
"1792","356","Wifi"
"1793","356","Area merokok"
"1794","356","Area outdoor"
"1795","356","100% Halal"
"1796","356","Bisa reservasi"
"1797","356","Area parkir"
"1798","357","Wifi"
"1799","357","Area merokok"
"1800","357","Area outdoor"
"1801","357","100% Halal"
"1802","357","Bisa reservasi"
"1803","357","Area parkir"
"1804","358","Wifi"
"1805","358","Area merokok"
"1806","358","Area outdoor"
"1807","358","100% Halal"
"1808","358","Bisa reservasi"
"1809","358","Area parkir"
"1810","359","Wifi"
"1811","359","Area merokok"
"1812","359","Area outdoor"
"1813","359","100% Halal"
"1814","359","Bisa reservasi"
"1815","359","Area parkir"
"1816","360","Wifi"
"1817","360","Area merokok"
"1818","360","Area outdoor"
"1819","360","100% Halal"
"1820","360","Bisa reservasi"
"1821","360","Area parkir"
"1822","361","Wifi"
"1823","361","Area merokok"
"1824","361","Area outdoor"
"1825","361","100% Halal"
"1826","361","Bisa reservasi"
"1827","361","Area parkir"
"1828","362","Wifi"
"1829","362","Area merokok"
"1830","362","Area outdoor"
"1831","362","100% Halal"
"1832","362","Bisa reservasi"
"1833","362","Area parkir"
"1834","363","Wifi"
"1835","363","Area merokok"
"1836","363","Area outdoor"
"1837","363","100% Halal"
"1838","363","Bisa reservasi"
"1839","363","Area parkir"
"1840","364","Wifi"
"1841","364","Area merokok"
"1842","364","Area outdoor"
"1843","364","100% Halal"
"1844","364","Bisa reservasi"
"1845","364","Area parkir"
"1846","365","Wifi"
"1847","365","Area merokok"
"1848","365","Area outdoor"
"1849","365","100% Halal"
"1850","365","Bisa reservasi"
"1851","365","Area parkir"
"1852","366","Wifi"
"1853","366","Area merokok"
"1854","366","Area outdoor"
"1855","366","100% Halal"
"1856","366","Bisa reservasi"
"1857","366","Area parkir"
"1858","367","Wifi"
"1859","367","Area merokok"
"1860","367","Area outdoor"
"1861","367","100% Halal"
"1862","367","Bisa reservasi"
"1863","367","Area parkir"
"1864","368","Wifi"
"1865","368","Area merokok"
"1866","368","Area outdoor"
"1867","368","100% Halal"
"1868","368","Bisa reservasi"
"1869","368","Area parkir"
"1870","369","Wifi"
"1871","369","Area merokok"
"1872","369","Area outdoor"
"1873","369","100% Halal"
"1874","369","Bisa reservasi"
"1875","369","Area parkir"
"1876","370","Wifi"
"1877","370","Area merokok"
"1878","370","Area outdoor"
"1879","370","100% Halal"
"1880","370","Bisa reservasi"
"1881","370","Area parkir"
"1882","371","Wifi"
"1883","371","Area merokok"
"1884","371","Area outdoor"
"1885","371","100% Halal"
"1886","371","Bisa reservasi"
"1887","371","Area parkir"
"1888","372","Wifi"
"1889","372","Area merokok"
"1890","372","Area outdoor"
"1891","372","100% Halal"
"1892","372","Bisa reservasi"
"1893","372","Area parkir"
"1894","373","Wifi"
"1895","373","Area merokok"
"1896","373","Area outdoor"
"1897","373","100% Halal"
"1898","373","Bisa reservasi"
"1899","373","Area parkir"
"1900","374","Wifi"
"1901","374","Area merokok"
"1902","374","Area outdoor"
"1903","374","100% Halal"
"1904","374","Bisa reservasi"
"1905","374","Area parkir"
"1906","375","Wifi"
"1907","375","Area merokok"
"1908","375","Area outdoor"
"1909","375","100% Halal"
"1910","375","Bisa reservasi"
"1911","375","Area parkir"
"1912","376","Wifi"
"1913","376","Area merokok"
"1914","376","Area outdoor"
"1915","376","100% Halal"
"1916","376","Bisa reservasi"
"1917","376","Area parkir"
"1918","377","Wifi"
"1919","377","Area merokok"
"1920","377","Area outdoor"
"1921","377","100% Halal"
"1922","377","Bisa reservasi"
"1923","377","Area parkir"
"1924","378","Wifi"
"1925","378","Area merokok"
"1926","378","Area outdoor"
"1927","378","100% Halal"
"1928","378","Bisa reservasi"
"1929","378","Area parkir"
"1930","379","Wifi"
"1931","379","Area merokok"
"1932","379","Area outdoor"
"1933","379","100% Halal"
"1934","379","Bisa reservasi"
"1935","379","Area parkir"
"1936","380","Wifi"
"1937","380","Area merokok"
"1938","380","Area outdoor"
"1939","380","100% Halal"
"1940","380","Bisa reservasi"
"1941","380","Area parkir"
"1942","381","Wifi"
"1943","381","100% Halal"
"1944","381","Ruang VIP"
"1945","381","Bisa reservasi"
"1946","381","Area parkir"
"1947","381","Alkohol"
"1948","382","Wifi"
"1949","382","100% Halal"
"1950","382","Ruang VIP"
"1951","382","Bisa reservasi"
"1952","382","Area parkir"
"1953","382","Alkohol"
"1954","383","Wifi"
"1955","383","100% Halal"
"1956","383","Ruang VIP"
"1957","383","Bisa reservasi"
"1958","383","Area parkir"
"1959","383","Alkohol"
"1960","384","Wifi"
"1961","384","100% Halal"
"1962","384","Ruang VIP"
"1963","384","Bisa reservasi"
"1964","384","Area parkir"
"1965","384","Alkohol"
"1966","385","Wifi"
"1967","385","100% Halal"
"1968","385","Ruang VIP"
"1969","385","Bisa reservasi"
"1970","385","Area parkir"
"1971","385","Alkohol"
"1972","386","Wifi"
"1973","386","100% Halal"
"1974","386","Ruang VIP"
"1975","386","Bisa reservasi"
"1976","386","Area parkir"
"1977","386","Alkohol"
"1978","387","Wifi"
"1979","387","100% Halal"
"1980","387","Ruang VIP"
"1981","387","Bisa reservasi"
"1982","387","Area parkir"
"1983","387","Alkohol"
"1984","388","Wifi"
"1985","388","100% Halal"
"1986","388","Ruang VIP"
"1987","388","Bisa reservasi"
"1988","388","Area parkir"
"1989","388","Alkohol"
"1990","389","Wifi"
"1991","389","100% Halal"
"1992","389","Ruang VIP"
"1993","389","Bisa reservasi"
"1994","389","Area parkir"
"1995","389","Alkohol"
"1996","390","Wifi"
"1997","390","100% Halal"
"1998","390","Ruang VIP"
"1999","390","Bisa reservasi"
"2000","390","Area parkir"
"2001","390","Alkohol"
"2002","391","Wifi"
"2003","391","100% Halal"
"2004","391","Ruang VIP"
"2005","391","Bisa reservasi"
"2006","391","Area parkir"
"2007","391","Alkohol"
"2008","392","Wifi"
"2009","392","100% Halal"
"2010","392","Ruang VIP"
"2011","392","Bisa reservasi"
"2012","392","Area parkir"
"2013","392","Alkohol"
"2014","393","Wifi"
"2015","393","100% Halal"
"2016","393","Ruang VIP"
"2017","393","Bisa reservasi"
"2018","393","Area parkir"
"2019","393","Alkohol"
"2020","394","Wifi"
"2021","394","100% Halal"
"2022","394","Ruang VIP"
"2023","394","Bisa reservasi"
"2024","394","Area parkir"
"2025","394","Alkohol"
"2026","395","Wifi"
"2027","395","100% Halal"
"2028","395","Ruang VIP"
"2029","395","Bisa reservasi"
"2030","395","Area parkir"
"2031","395","Alkohol"
"2032","396","Wifi"
"2033","396","100% Halal"
"2034","396","Ruang VIP"
"2035","396","Bisa reservasi"
"2036","396","Area parkir"
"2037","396","Alkohol"
"2038","397","100% Halal"
"2039","397","Area parkir"
"2040","398","Wifi"
"2041","398","100% Halal"
"2042","398","Bisa reservasi"
"2043","398","Area parkir"
"2044","399","Wifi"
"2045","399","Pesan antar"
"2046","399","Area merokok"
"2047","399","100% Halal"
"2048","399","Ruang VIP"
"2049","399","Bisa reservasi"
"2050","399","Area parkir"
"2051","400","Wifi"
"2052","400","Area merokok"
"2053","400","Bisa reservasi"
"2054","400","Area parkir"
"2055","400","Alkohol"
"2056","401","Wifi"
"2057","401","100% Halal"
"2058","401","Ruang VIP"
"2059","401","Bisa reservasi"
"2060","401","Area parkir"
"2061","402","Wifi"
"2062","402","Area merokok"
"2063","402","Ruang VIP"
"2064","402","Bisa reservasi"
"2065","402","Area parkir"
"2066","402","Alkohol"
"2067","403","Wifi"
"2068","403","Area merokok"
"2069","403","100% Halal"
"2070","403","Ruang VIP"
"2071","403","Bisa reservasi"
"2072","403","Area parkir"
"2073","403","Alkohol"
"2074","404","Wifi"
"2075","404","Pesan antar"
"2076","404","Area merokok"
"2077","404","Area outdoor"
"2078","404","100% Halal"
"2079","404","Ruang VIP"
"2080","404","Bisa reservasi"
"2081","404","Area parkir"
"2082","405","Wifi"
"2083","405","100% Halal"
"2084","405","Ruang VIP"
"2085","405","Bisa reservasi"
"2086","405","Area parkir"
"2087","405","Alkohol"
"2088","406","Wifi"
"2089","406","Area merokok"
"2090","406","Area outdoor"
"2091","406","100% Halal"
"2092","406","Ruang VIP"
"2093","406","Bisa reservasi"
"2094","406","Area parkir"
"2095","406","Alkohol"
"2096","407","Wifi"
"2097","407","Area merokok"
"2098","407","100% Halal"
"2099","407","Ruang VIP"
"2100","407","Bisa reservasi"
"2101","407","Area parkir"
"2102","407","Alkohol"
"2103","408","Wifi"
"2104","408","Ruang VIP"
"2105","408","Bisa reservasi"
"2106","408","Area parkir"
"2107","408","Alkohol"
"2108","409","Ruang VIP"
"2109","409","Area parkir"
"2110","409","Alkohol"
"2111","410","Wifi"
"2112","410","Area merokok"
"2113","410","Area outdoor"
"2114","410","100% Halal"
"2115","410","Bisa reservasi"
"2116","410","Area parkir"
"2117","411","Wifi"
"2118","411","Pesan antar"
"2119","411","Area merokok"
"2120","411","Area outdoor"
"2121","411","100% Halal"
"2122","411","Bisa reservasi"
"2123","411","Area parkir"
"2124","412","Wifi"
"2125","412","Area merokok"
"2126","412","Area outdoor"
"2127","412","100% Halal"
"2128","412","Bisa reservasi"
"2129","412","Area parkir"
"2130","413","Wifi"
"2131","413","Area merokok"
"2132","413","100% Halal"
"2133","413","Area parkir"
"2134","414","Wifi"
"2135","414","Area merokok"
"2136","414","Bisa reservasi"
"2137","414","Area parkir"
"2138","414","Alkohol"
